uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
P28062,3.4.25.1,Proteasome subunit beta type-8 (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),PSMB8,Homo sapiens,5L5A;5L5B;5L5D;5L5E;5L5F;5L5H;5L5I;5L5J;5L5O;5L5P;5L5Q;5L5R;5L5S;5L5T;5L5U;5L5V;5LTT;5M2B;6AVO;6E5B;7AWE;7B12,30354,"The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure. The two end rings are each formed by seven alpha subunits, and the two central rings are each formed by seven beta subunits. The catalytic chamber with the active sites is on the inside of the barrel. Component of the immunoproteasome, where it displaces the equivalent housekeeping",276,ENSG00000204264
P29218,3.1.3.25,Inositol monophosphatase 1 (IMP 1) (IMPase 1) (D-galactose 1-phosphate phosphatase) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1),IMPA1,Homo sapiens,1AWB;1IMA;1IMB;1IMC;1IMD;1IME;1IMF;2HHM;4AS4;6GIU;6GJ0;6ZK0;7VCE,30189,Homodimer,277,ENSG00000133731
P29323,2.7.10.1,Ephrin type-B receptor 2 (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CT,EPHB2,Homo sapiens,1B4F;1F0M;2QBX;3ZFM;8EBL,117493,"Heterotetramer upon binding of the ligand (By similarity). The heterotetramer is composed of an ephrin dimer and a receptor dimer (PubMed:17897949). Interacts (via PDZ-binding motif) with GRIP1 and PICK1 (via PDZ domain) (By similarity). Interacts with ARHGEF15; mediates ARHGEF15 phosphorylation, ubiquitination and degradation by the proteasome (By similarity). Interacts with AQP1; involved in endolymph production in the inner ear (By similarity). Interacts with SPSB1 and SPSB4 (PubMed:28931592)",1055,ENSG00000133216
P30613,2.7.1.40,Pyruvate kinase PKLR (Pyruvate kinase 1) (Pyruvate kinase isozymes L/R) (R-type/L-type pyruvate kinase) (Red cell/liver pyruvate kinase),PKLR,Homo sapiens,2VGB;2VGF;2VGG;2VGI;4IMA;4IP7;5SC8;5SC9;5SCA;5SCB;5SCC;5SCD;5SCE;5SCF;5SCG;5SCH;5SCI;5SCJ;5SCK;5SCL;5SDT;6NN4;6NN5;6NN7;6NN8;7FRV;7FRW;7FRX;7FRY;7FRZ;7FS0;7FS1;7FS2;7FS3;7FS4;7FS5;7FS6;7FS7;7FS8;7FS9;7FSA;7FSB;7FSC;7FSD;7QDN;7QZU;8TBS;8TBT;8TBU;8XFD,61830,Homotetramer,574,ENSG00000143627
P31327,6.3.4.16,"Carbamoyl-phosphate synthase [ammonia], mitochondrial (Carbamoyl-phosphate synthetase I) (CPSase I)",CPS1,Homo sapiens,2YVQ;4UTR;4UTV;4UTX;4UTZ;4UU7;4UU8;4UUA;4UUB;5DOT;5DOU;5OJO;6UEL;6W2J,164939,Can form homooligomers (monomers as predominant form and dimers),1500,ENSG00000021826
P31751,2.7.11.1,RAC-beta serine/threonine-protein kinase (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC protein kinase beta) (RAC-PK-beta),AKT2,Homo sapiens,1GZK;1GZN;1GZO;1MRV;1MRY;1O6K;1O6L;1P6S;2JDO;2JDR;2UW9;2X39;2XH5;3D0E;3E87;3E88;3E8D;8Q61;9C1W,55769,"Interacts with BTBD10 (By similarity). Interacts with KCTD20 (By similarity). Interacts (via PH domain) with MTCP1, TCL1A and TCL1B; this interaction may facilitate AKT2 oligomerization and phosphorylation, hence increasing kinase activity (PubMed:10983986). Interacts with PHB2; this interaction may be important for myogenic differentiation (By similarity). Interacts (when phosphorylated) with CLIP3/ClipR-59; this interaction promotes AKT2 recruitment to the plasma membrane (By similarity). Inte",481,ENSG00000105221
P36507,2.7.12.2,Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2),MAP2K2,Homo sapiens,1S9I;4H3Q,44424,Interacts with MORG1 (By similarity). Interacts with SGK1 (PubMed:19447520). Interacts with KSR1 (PubMed:10409742). Interacts with KSR1 and BRAF; the interaction with KSR1 mediates KSR1-BRAF dimerization (PubMed:29433126). Interacts with GLS (PubMed:22538822),400,ENSG00000126934
P36894,2.7.11.30,Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292),BMPR1A,Homo sapiens,1ES7;1REW;2GOO;2H62;2H64;2K3G;2QJ9;2QJA;2QJB;3NH7;3QB4,60198,"Interacts with low affinity with GDF5; positively regulates chondrocyte differentiation (PubMed:24098149). Interacts with BMP4 (PubMed:8006002). Interacts with SCUBE3 (PubMed:33308444). Interacts with TSC22D1/TSC-22 (PubMed:21791611). Interacts with BMP2; the interaction may induce HAMP expression (PubMed:10881198, PubMed:15064755, PubMed:17295905, PubMed:18937504, PubMed:31800957). Interacts with BMP6 (PubMed:31800957). Interacts with heterodimers composed of BMP2 and BMP6 in vitro; the interac",532,ENSG00000107779
P37268,2.5.1.21,Squalene synthase (SQS) (SS) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase 1),FDFT1,Homo sapiens,1EZF;3ASX;3LEE;3Q2Z;3Q30;3V66;3VJ8;3VJ9;3VJA;3VJB;3VJC;3WC9;3WCD;3WCF;3WCH;3WCI;3WCJ;3WCL;3WCM;3WEF;3WEG;3WEH;3WEI;3WEJ;3WEK;3WSA;6PYJ;6PYV;6PYW;6PZ5;8WTQ;8WTR,48115,,417,ENSG00000079459
P40306,3.4.25.1,Proteasome subunit beta type-10 (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i),PSMB10,Homo sapiens,6AVO;6E5B;6HV3;6HV4;6HV5;6HV7;6HVA;6HVR;6HVS;6HVT;6HVU;6HVV;6HVW;7AWE;7B12;9FSV,28936,"The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure. The two end rings are each formed by seven alpha subunits, and the two central rings are each formed by seven beta subunits. The catalytic chamber with the active sites is on the inside of the barrel. Component of the immunoproteasome, where it displaces the equivalent housekeeping",273,ENSG00000205220
P42338,2.7.1.153,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threoni",PIK3CB,Homo sapiens,,122762,"Heterodimer of a catalytic subunit PIK3CB and a p85 regulatory subunit (PIK3R1, PIK3R2 or PIK3R3). Interaction with PIK3R2 is required for nuclear localization and nuclear export. Part of a complex with PIK3R1 and PTEN. Binding to PTEN may antagonize the lipid kinase activity under normal growth conditions. Part of a complex involved in autophagosome formation composed of PIK3C3 and PIK3R4 (By similarity). Interacts with BECN1, ATG14 and RAB5A (By similarity). Interacts (via the catalytic domain",1070,ENSG00000051382
P42575,3.4.22.55,Caspase-2 (CASP-2) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],CASP2,Homo sapiens,1PYO;2P2C;3R5J;3R6G;3R6L;3R7B;3R7N;3R7S;3RJM;6GKF;6GKG;6S9K;6SAD;6Y8B;6Y8D;8VP4;9C2Y,50685,"Heterotetramer that consists of two anti-parallel arranged heterodimers, each one formed by a p18 subunit and a p12 subunit (PubMed:12920126). Forms a complex named the PIDDosome with PIDD1 and CRADD (PubMed:15073321, PubMed:16652156, PubMed:8985253, PubMed:9044836). Interacts with NOL3 (via CARD domain); inhibits CASP2 activity in a phosphorylation-dependent manner (PubMed:9560245)",452,ENSG00000106144
P42892,3.4.24.71,Endothelin-converting enzyme 1 (ECE-1),ECE1,Homo sapiens,3DWB,87164,Homodimer; disulfide-linked (PubMed:18992253). Interacts with PPP1R16B (By similarity). Interacts with TSPAN8; this interaction recruits the endothelin converting enzyme ECE1 to tetraspanin-enriched microdomains and positively modulates its enzymatic activity (PubMed:37835445),770,ENSG00000117298
P49642,2.7.7.102,DNA primase small subunit (DNA primase 49 kDa subunit) (p49),PRIM1,Homo sapiens,4BPU;4BPW;4BPX;4LIK;4LIL;4MHQ;4RR2;5EXR;6R4S;6R4T;6R4U;6R5D;6R5E;6RB4;7OPL;7U5C;8B9D;8D0B;8D0K;8D9D;8QJ7;8VY3;9C8V,49902,"Heterodimer of a catalytic subunit PRIM1 and a regulatory subunit PRIM2, also known as the DNA primase complex (PubMed:17893144, PubMed:9705292). Interacts with PRIM2 (via C-terminus) (PubMed:17893144). Component of the alpha DNA polymerase complex (also known as the alpha DNA polymerase-primase complex) consisting of four subunits: the catalytic subunit POLA1, the regulatory subunit POLA2, and the primase complex subunits PRIM1 and PRIM2 respectively (PubMed:24043831, PubMed:26975377, PubMed:97",420,ENSG00000198056
P49841,2.7.11.1,Glycogen synthase kinase-3 beta (GSK-3 beta) (Serine/threonine-protein kinase GSK3B),GSK3B,Homo sapiens,1GNG;1H8F;1I09;1J1B;1J1C;1O6K;1O6L;1O9U;1PYX;1Q3D;1Q3W;1Q41;1Q4L;1Q5K;1R0E;1UV5;2JDO;2JDR;2JLD;2O5K;2OW3;2UW9;2X39;2XH5;3CQU;3CQW;3DU8;3E87;3E88;3E8D;3F7Z;3F88;3GB2;3I4B;3L1S;3M1S;3MV5;3OW4;3PUP;3Q3B;3QKK;3QKL;3SAY;3SD0;3ZDI;3ZRK;3ZRL;3ZRM;4ACC;4ACD,46744,"Monomer. Interacts with ARRB2, DISC1 and ZBED3 (By similarity). Interacts with CABYR, MMP2, MUC1, NIN and PRUNE1. Interacts with AXIN1; the interaction mediates hyperphosphorylation of CTNNB1 leading to its ubiquitination and destruction. Interacts with and phosphorylates SNAI1. Interacts with DNM1L (via a C-terminal domain). Found in a complex composed of MACF1, APC, AXIN1, CTNNB1 and GSK3B (By similarity). Interacts with SGK3. Interacts with DAB2IP (via C2 domain); the interaction stimulates G",420,ENSG00000082701
P51451,2.7.10.2,Tyrosine-protein kinase Blk (B lymphocyte kinase) (p55-Blk),BLK,Homo sapiens,,57706,Interacts with CBL (via SH2 domain). Interacts with CD79A and CD79B (via SH2 domain) (By similarity),505,ENSG00000136573
P53582,3.4.11.18,Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (Peptidase M 1),METAP1,Homo sapiens,2B3H;2B3K;2B3L;2G6P;2GZ5;2NQ6;2NQ7;4FLI;4FLJ;4FLK;4FLL;4HXX;4IKR;4IKS;4IKT;4IKU;4IU6;4U1B;4U69;4U6C;4U6E;4U6J;4U6W;4U6Z;4U70;4U71;4U73;4U75;4U76;5YKP;5YR4;5YR5;5YR6;5YR7;6LZB;6LZC;8P2K;9F1C;9F1D;9FQ0;9SYR,43215,Associates with the 60S ribosomal subunit of the 80S translational complex,386,ENSG00000164024
P53634,3.4.14.1,Dipeptidyl peptidase 1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); D,CTSC,Homo sapiens,1K3B;2DJF;2DJG;3PDF;4CDC;4CDD;4CDE;4CDF;4OEL;4OEM;6IC5;6IC6;6IC7;6RN6;6RN7;6RN9;6RNE;6RNI,51854,"Tetramer of heterotrimers consisting of exclusion domain, heavy- and light chains",463,ENSG00000109861
P54764,2.7.10.1,Ephrin type-A receptor 4 (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK),EPHA4,Homo sapiens,2LW8;2WO1;2WO2;2WO3;3CKH;3GXU;4BK4;4BK5;4BKA;4BKF;4M4P;4M4R;4W4Z;4W50;5JR2;7OFV;9CY8,109860,"Heterotetramer upon binding of the ligand. The heterotetramer is composed of an ephrin dimer and a receptor dimer. Oligomerization is probably required to induce biological responses. Interacts (phosphorylated at position Tyr-602) with FYN. Interacts with CDK5, CDK5R1 and NGEF; upon activation by EFNA1 induces NGEF phosphorylation by the kinase CDK5. Interacts with CHN1; effector of EPHA4 in axon guidance linking EPHA4 activation to RAC1 regulation (By similarity). Interacts (via PDZ motif) with",986,ENSG00000116106
P67775,3.1.3.16,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (Replication protein C) (RP-C),PPP2CA,Homo sapiens,2IAE;2IE3;2IE4;2NPP;2NYL;2NYM;3C5W;3DW8;3FGA;3K7V;3K7W;3P71;4I5L;4I5N;4IYP;4LAC;4NY3;5W0W;6NTS;7CUN;7K36;7PKS;7SOY;7YCX;8RBX;8RBZ;8RC4;8SO0;8TTB;8TWE;8TWI;8U1X;8U89;8UO5;8UWB;8YJB;9C6B;9C7T;9MF5;9MIP;9MZW;9N0Y;9N0Z;9VD9,35594,"PP2A consists of a common heterodimeric core enzyme composed of PPP2CA, a 36 kDa catalytic subunit (subunit C), and PPP2R1A, a 65 kDa constant regulatory subunit (PR65 or subunit A), that associates with a variety of regulatory subunits (PubMed:17055435, PubMed:18394995, PubMed:30595372, PubMed:38123684). Proteins that associate with the core dimer include three families of regulatory subunits B (the R2/B/PR55/B55, R3/B''/PR72/PR130/PR59 and R5/B'/B56 families), the 48 kDa variable regulatory su",309,ENSG00000113575
Q00534,2.7.11.22,Cyclin-dependent kinase 6 (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),CDK6,Homo sapiens,1BI7;1BI8;1BLX;1G3N;1JOW;1XO2;2EUF;2F2C;3NUP;3NUX;4AUA;4EZ5;4TTH;5L2I;5L2S;5L2T;6OQL;6OQO;8I0M;9D8U;9PE7;9PE8,36938,"Interaction with D-type G1 cyclins. Cyclin binding promotes enzyme activation by phosphorylation at Thr-177 (By similarity). Binds to RUNX1, CDKN2D, FBXO7 and CDKN2C/p18-INK4c. Forms a cytoplasmic complex with Hsp90/HSP90AB1 and CDC37. FBXO7-binding promotes D-type cyclin binding. Interacts with Kaposi's sarcoma herpesvirus (KSHV) V-cyclin and herpesvirus saimiri (V-cyclin/ECLF2); the CDK6/V-cyclin complex phosphorylates NPM1 and thus lead to viral reactivation by reducing viral LANA levels",326,ENSG00000105810
Q02763,2.7.10.1,Angiopoietin-1 receptor (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b),TEK,Homo sapiens,1FVR;2GY5;2GY7;2OO8;2OSC;2P4I;2WQB;3BEA;3L8P;4K0V;4X3J;5MYA;5MYB;5UTK;6MWE;7E72,125830,"Homodimer. Heterodimer with TIE1. Interacts with ANGPT1, ANGPT2 and ANGPT4 (PubMed:15284220, PubMed:32908006, PubMed:9204896). At cell-cell contacts in quiescent cells, forms a signaling complex composed of ANGPT1 plus TEK molecules from two adjoining cells. In the absence of endothelial cell-cell contacts, interaction with ANGPT1 mediates contacts with the extracellular matrix. Interacts with PTPRB; this promotes endothelial cell-cell adhesion. Interacts with DOK2, GRB2, GRB7, GRB14, PIK3R1 and",1124,ENSG00000120156
Q12882,1.3.1.2,Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase),DPYD,Homo sapiens,,111401,Homodimer,1025,ENSG00000188641
Q13535,2.7.11.1,Serine/threonine-protein kinase ATR (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1),ATR,Homo sapiens,5YZ0;9L40;9L43;9L45;9L46;9L4B;9L4C;9L4D;9L4F,301367,"Forms a heterodimer with ATRIP, forming the ATR-ATRIP complex (PubMed:11721054, PubMed:12791985, PubMed:14729973, PubMed:15758953, PubMed:21777809). Present in a complex containing ATRIP and RPA-coated single-stranded DNA (PubMed:12791985, PubMed:14729973). Binds to DNA, and to UV-damaged DNA with higher affinity (PubMed:12791985). Interacts with MSH2 and HDAC2 (PubMed:14657349). Present in a complex containing CHD4 and HDAC2 (PubMed:10545197). Interacts with EEF1E1, the interaction is enhanced ",2644,ENSG00000175054
Q13956,3.1.4.35,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma)",PDE6H,Homo sapiens,,9074,"Tetramer composed of two catalytic chains (alpha and beta), and two inhibitory chains (gamma)",83,ENSG00000139053
Q15131,2.7.11.22,Cyclin-dependent kinase 10 (Cell division protein kinase 10) (Serine/threonine-protein kinase PISSLRE),CDK10,Homo sapiens,,41038,"Heterodimer with CCNQ, the interaction is required for kinase activity. Interacts with ETS2. Interacts with PRK2 (PubMed:27104747)",360,ENSG00000185324
Q16620,2.7.10.1,BDNF/NT-3 growth factors receptor (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),NTRK2,Homo sapiens,1HCF;1WWB;2MFQ;4ASZ;4AT3;4AT4;4AT5;5MO9;8OYD,91999,Exists in a dynamic equilibrium between monomeric (low affinity) and dimeric (high affinity) structures. Interacts (phosphorylated upon activation by BDNF) with SHC1; mediates SHC1 phosphorylation and activation. Interacts (phosphorylated upon activation by BDNF) with PLCG1 and/or PLCG2; mediates PLCG1 phosphorylation and activation. Interacts with SH2B1 and SH2B2. Interacts with NGFR; may regulate the ligand specificity of the receptor (By similarity). Interacts with SORCS2; this interaction is,822,ENSG00000148053
Q7LG56,1.17.4.1,Ribonucleoside-diphosphate reductase subunit M2 B (TP53-inducible ribonucleotide reductase M2 B) (p53-inducible ribonucleotide reductase small subunit 2-like protein) (p53R2),RRM2B,Homo sapiens,2VUX;3HF1;4DJN,40737,Heterotetramer with large (RRM1) subunit. Interacts with p53/TP53. Interacts with RRM1 in response to DNA damage,351,ENSG00000048392
Q93084,7.2.2.10,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (Calcium pump 3),ATP2A3,Homo sapiens,,109256,Interacts with sarcolipin (SLN) (By similarity). Interacts with phospholamban (PLN) (By similarity). Interacts with myoregulin (MRLN). Interacts with DWORF (By similarity). Interacts with VMP1 (PubMed:28890335). Interacts with TUNAR; the interaction occurs at low levels in low glucose conditions and is increased by high glucose levels (PubMed:34513312),999,ENSG00000074370
Q9BQB6,1.17.4.4,"Vitamin K epoxide reductase complex subunit 1 (Vitamin K1 2,3-epoxide reductase subunit 1)",VKORC1,Homo sapiens,6WV3;6WV4;6WV5;6WV6;6WV7;6WVH,18235,,163,ENSG00000167397
Q9BWU1,2.7.11.22,Cyclin-dependent kinase 19 (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase),CDK19,Homo sapiens,,56802,Interacts with cyclin C/CCNC (PubMed:25344755). Interacts with MED12; this interaction allosterically activates CCNC-CDK19 (PubMed:29440396),502,ENSG00000155111
Q9BY41,3.5.1.98,Histone deacetylase 8 (HD8) (Protein deacetylase HDAC8) (Protein decrotonylase HDAC8),HDAC8,Homo sapiens,1T64;1T67;1T69;1VKG;1W22;2V5W;2V5X;3EW8;3EWF;3EZP;3EZT;3F06;3F07;3F0R;3MZ3;3MZ4;3MZ6;3MZ7;3RQD;3SFF;3SFH;4QA0;4QA1;4QA2;4QA3;4QA4;4QA5;4QA6;4QA7;4RN0;4RN1;4RN2;5BWZ;5D1B;5D1C;5D1D;5DC5;5DC6;5DC7;5DC8;5FCW;5THS;5THT;5THU;5THV;5VI6;6HSK;6ODA;6ODB;6ODC,41758,"Interacts with PEPB2-MYH11, a fusion protein consisting of the 165 N-terminal residues of CBF-beta (PEPB2) with the tail region of MYH11 produced by the inversion Inv(16)(p13q22), a translocation associated with acute myeloid leukemia of M4EO subtype (PubMed:12509458). The PEPB2-MYH1 fusion protein also interacts with RUNX1, a well known transcriptional regulator, suggesting that the interaction with HDAC8 may participate in the conversion of RUNX1 into a constitutive transcriptional repressor (",377,ENSG00000147099
Q9H2K2,2.4.2.30,Poly [ADP-ribose] polymerase tankyrase-2 (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2) (Tankyrase-li,TNKS2,Homo sapiens,2Y0I;3KR7;3KR8;3MHJ;3MHK;3P0N;3P0P;3P0Q;3TWQ;3TWR;3TWS;3TWT;3TWU;3TWV;3TWW;3TWX;3U9H;3U9Y;3UA9;3W51;4AVU;4AVW;4BFP;4BJ9;4BJB;4BJC;4BS4;4BU3;4BU5;4BU6;4BU7;4BU8;4BU9;4BUA;4BUD;4BUE;4BUF;4BUI;4BUS;4BUT;4BUU;4BUV;4BUW;4BUX;4BUY;4HKI;4HKK;4HKN;4HL5;4HLF,126918,"Oligomerizes and associates with TNKS. Interacts with the cytoplasmic domain of LNPEP/Otase in SLC2A4/GLUT4-vesicles (PubMed:11802774). Binds to the N-terminus of Grb14 and TRF1 with its ankyrin repeat region (PubMed:11802774). Interacts with HIF1AN (PubMed:18936059, PubMed:21251231). Interacts with RNF146; this interaction leads to ubiquitination and proteasomal degradation (PubMed:21799911). Interacts with NUMA1 (PubMed:12080061)",1166,ENSG00000107854
Q9UM73,2.7.10.1,ALK tyrosine kinase receptor (Anaplastic lymphoma kinase) (CD antigen CD246),ALK,Homo sapiens,2KUP;2KUQ;2XB7;2XBA;2XP2;2YFX;2YHV;2YJR;2YJS;2YS5;2YT2;3AOX;3L9P;3LCS;3LCT;4ANL;4ANQ;4ANS;4CCB;4CCU;4CD0;4CLI;4CLJ;4CMO;4CMT;4CMU;4CNH;4CTB;4CTC;4DCE;4FNW;4FNX;4FNY;4FNZ;4FOB;4FOC;4FOD;4JOA;4MKC;4TT7;4Z55;5A9U;5AA8;5AA9;5AAA;5AAB;5AAC;5FTO;5FTQ;5IMX,176442,"Homodimer; homodimerizes following heparin- and ligand-binding (PubMed:16317043, PubMed:25605972, PubMed:34646012, PubMed:34819673). Interacts with CBL, IRS1, PIK3R1 and PLCG1 (PubMed:15226403). Interacts with FRS2 and SHC1 (PubMed:15226403, PubMed:16878150, PubMed:17274988). Interacts with PTN and MDK (PubMed:11278720, PubMed:12122009)",1620,ENSG00000171094
Q9Y243,2.7.11.1,RAC-gamma serine/threonine-protein kinase (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2),AKT3,Homo sapiens,2X18;8ZXW,55775,Interacts (via PH domain) with TCL1A; this enhances AKT3 phosphorylation and activation. Interacts with TRAF6. Interacts with KCTD20 (By similarity). Interacts with BTBD10 (By similarity),479,ENSG00000117020
Q9Y2I7,2.7.1.150,1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase) (Serine-protein kinase PIKFYVE),PIKFYVE,Homo sapiens,7K2V,237136,"Component of the PI(3,5)P2 regulatory complex/PAS complex, at least composed of PIKFYVE, FIG4 and VAC14. VAC14 nucleates the assembly of the complex and serves as a scaffold by pentamerizing into a star-shaped structure, which can bind a single copy each of PIKFYVE and FIG4 and coordinates their activities (PubMed:17556371, PubMed:18950639, PubMed:33098764). Interacts (via chaperonin-like domain) with RABEPK; the interaction recruits RABEPK to the endosomal membrane (PubMed:14530284). Interacts ",2098,ENSG00000115020
